Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Middle East & North Africa - WB,2015,50-69 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.001396183,0.001100969,0.001753769
Middle East & North Africa - WB,2015,50-69 years,Both,Aortic aneurysm,Percent of total DALYs,0.001812424,0.001594994,0.002048999
Middle East & North Africa - WB,2015,50-69 years,Both,Peripheral vascular disease,Percent of total DALYs,0.000417435,0.000236992,0.000694918
Middle East & North Africa - WB,2015,50-69 years,Both,Endocarditis,Percent of total DALYs,0.002381767,0.001961063,0.00348161
Middle East & North Africa - WB,2015,50-69 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.023742503,0.022222355,0.025518976
Middle East & North Africa - WB,2015,50-69 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.017572011,0.015742246,0.01959376
Middle East & North Africa - WB,2015,50-69 years,Both,Pneumoconiosis,Percent of total DALYs,0.000593003,0.000482471,0.000715211
Middle East & North Africa - WB,2015,50-69 years,Both,Asthma,Percent of total DALYs,0.012920318,0.01113782,0.015095327
Middle East & North Africa - WB,2015,50-69 years,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.000994087,0.000851334,0.001154859
Middle East & North Africa - WB,2015,50-69 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.002320681,0.001488042,0.002939889
Middle East & North Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,0.010377771,0.008118796,0.013104839
Middle East & North Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,0.025519954,0.019988718,0.029798933
Middle East & North Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0.002740999,0.002230165,0.003312126
Middle East & North Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.008742266,0.007112444,0.010528911
Middle East & North Africa - WB,2015,50-69 years,Both,Peptic ulcer disease,Percent of total DALYs,0.003495007,0.003018045,0.004035149
Middle East & North Africa - WB,2015,50-69 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.002037469,0.001564924,0.002662265
Middle East & North Africa - WB,2015,50-69 years,Both,Appendicitis,Percent of total DALYs,0.000467029,0.000396458,0.000544198
Middle East & North Africa - WB,2015,50-69 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.003219294,0.00263775,0.004219814
Middle East & North Africa - WB,2015,50-69 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000442779,0.000338487,0.000581063
Middle East & North Africa - WB,2015,50-69 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.001571029,0.001313604,0.001871348
Middle East & North Africa - WB,2015,50-69 years,Both,Vascular intestinal disorders,Percent of total DALYs,0.001025357,0.000851431,0.001191803
Middle East & North Africa - WB,2015,50-69 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.001879868,0.001618113,0.002130606
Middle East & North Africa - WB,2015,50-69 years,Both,Pancreatitis,Percent of total DALYs,0.00127494,0.001055705,0.001474444
Middle East & North Africa - WB,2015,50-69 years,Both,Other digestive diseases,Percent of total DALYs,0.001671954,0.001380042,0.002068754
Middle East & North Africa - WB,2015,50-69 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0.008524605,0.006585294,0.010480504
Middle East & North Africa - WB,2015,50-69 years,Both,Parkinson disease,Percent of total DALYs,0.00084217,0.000713614,0.001001167
Middle East & North Africa - WB,2015,50-69 years,Both,Epilepsy,Percent of total DALYs,0.003437097,0.002799857,0.00421416
Middle East & North Africa - WB,2015,50-69 years,Both,Multiple sclerosis,Percent of total DALYs,0.000533474,0.000457207,0.000613201
Middle East & North Africa - WB,2015,50-69 years,Both,Migraine,Percent of total DALYs,0.010313479,0.00649191,0.014810911
Middle East & North Africa - WB,2015,50-69 years,Both,Tension-type headache,Percent of total DALYs,0.000742426,0.000350163,0.001295999
Middle East & North Africa - WB,2015,50-69 years,Both,Medication overuse headache,Percent of total DALYs,0.006080903,0.004082476,0.008732473
Middle East & North Africa - WB,2015,50-69 years,Both,Motor neuron disease,Percent of total DALYs,0.00033932,0.000290962,0.000391966
Middle East & North Africa - WB,2015,50-69 years,Both,Other neurological disorders,Percent of total DALYs,0.000595537,0.00054021,0.000652328
Middle East & North Africa - WB,2015,50-69 years,Both,Schizophrenia,Percent of total DALYs,0.005529355,0.004173481,0.006836914
Middle East & North Africa - WB,2015,50-69 years,Both,Alcohol use disorders,Percent of total DALYs,0.001184221,0.001016581,0.001394069
Middle East & North Africa - WB,2015,50-69 years,Both,Drug use disorders,Percent of total DALYs,0.009053935,0.007105567,0.0109087
Middle East & North Africa - WB,2015,50-69 years,Both,Depressive disorders,Percent of total DALYs,0.021330424,0.015247419,0.02881204
Middle East & North Africa - WB,2015,50-69 years,Both,Bipolar disorder,Percent of total DALYs,0.002499924,0.001605587,0.003610324
Middle East & North Africa - WB,2015,50-69 years,Both,Anxiety disorders,Percent of total DALYs,0.007946073,0.005593259,0.010673409
Middle East & North Africa - WB,2015,50-69 years,Both,Eating disorders,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.002265874,0.001680863,0.002912042
Middle East & North Africa - WB,2015,50-69 years,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,2.94E-07,8.68E-08,7.58E-07
Middle East & North Africa - WB,2015,50-69 years,Both,Conduct disorder,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.000890549,0.000407622,0.001480584
Middle East & North Africa - WB,2015,50-69 years,Both,Other mental and substance use disorders,Percent of total DALYs,0.003541147,0.002657891,0.004545943
Middle East & North Africa - WB,2015,50-69 years,Both,Diabetes mellitus,Percent of total DALYs,0.087227495,0.076694298,0.099967653
Middle East & North Africa - WB,2015,50-69 years,Both,Acute glomerulonephritis,Percent of total DALYs,6.29035E-05,5.00467E-05,8.27051E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Chronic kidney disease,Percent of total DALYs,0.03126504,0.02799445,0.034755127
Middle East & North Africa - WB,2015,50-69 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.00693485,0.005576132,0.008463428
Middle East & North Africa - WB,2015,50-69 years,Both,Gynecological diseases,Percent of total DALYs,0.001914399,0.001313571,0.002746657
Middle East & North Africa - WB,2015,50-69 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.00468436,0.0036389,0.005607092
Middle East & North Africa - WB,2015,50-69 years,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.003080488,0.002755855,0.003405146
Middle East & North Africa - WB,2015,50-69 years,Both,Rheumatoid arthritis,Percent of total DALYs,0.002666603,0.002029439,0.00336218
Middle East & North Africa - WB,2015,50-69 years,Both,Osteoarthritis,Percent of total DALYs,0.014064752,0.010876785,0.017718459
Middle East & North Africa - WB,2015,50-69 years,Both,Low back and neck pain,Percent of total DALYs,0.054738626,0.041935352,0.068690737
Middle East & North Africa - WB,2015,50-69 years,Both,Gout,Percent of total DALYs,0.00080882,0.000570464,0.001083419
Middle East & North Africa - WB,2015,50-69 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0.013944685,0.009594202,0.019132204
Middle East & North Africa - WB,2015,50-69 years,Both,Congenital anomalies,Percent of total DALYs,0.002829906,0.002102685,0.003762869
Middle East & North Africa - WB,2015,50-69 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.010264727,0.007709028,0.013595793
Middle East & North Africa - WB,2015,50-69 years,Both,Sense organ diseases,Percent of total DALYs,0.035633424,0.02617488,0.047307385
Middle East & North Africa - WB,2015,50-69 years,Both,Oral disorders,Percent of total DALYs,0.011295173,0.007583854,0.016004413
Middle East & North Africa - WB,2015,50-69 years,Both,Sudden infant death syndrome,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Road injuries,Percent of total DALYs,0.023844069,0.021199645,0.026632452
Middle East & North Africa - WB,2015,50-69 years,Both,Other transport injuries,Percent of total DALYs,0.001743586,0.001422785,0.002145961
Middle East & North Africa - WB,2015,50-69 years,Both,Falls,Percent of total DALYs,0.008110221,0.007234074,0.009097409
Middle East & North Africa - WB,2015,50-69 years,Both,Drowning,Percent of total DALYs,0.001050167,0.000939582,0.001174043
Middle East & North Africa - WB,2015,50-69 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.002615496,0.002310053,0.003064251
Middle East & North Africa - WB,2015,50-69 years,Both,Poisonings,Percent of total DALYs,0.001080699,0.000904886,0.001276217
Middle East & North Africa - WB,2015,50-69 years,Both,Exposure to mechanical forces,Percent of total DALYs,0.004198768,0.003677421,0.004702927
Middle East & North Africa - WB,2015,50-69 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.002175938,0.001661053,0.002509753
Middle East & North Africa - WB,2015,50-69 years,Both,Animal contact,Percent of total DALYs,0.000434516,0.000385704,0.000494327
Middle East & North Africa - WB,2015,50-69 years,Both,Foreign body,Percent of total DALYs,0.001305533,0.001176049,0.001456772
Middle East & North Africa - WB,2015,50-69 years,Both,Other unintentional injuries,Percent of total DALYs,0.004376831,0.003469253,0.005431132
Middle East & North Africa - WB,2015,50-69 years,Both,Self-harm,Percent of total DALYs,0.003982176,0.003422355,0.004542599
Middle East & North Africa - WB,2015,50-69 years,Both,Interpersonal violence,Percent of total DALYs,0.002165716,0.001439388,0.002537989
Middle East & North Africa - WB,2015,50-69 years,Both,Exposure to forces of nature,Percent of total DALYs,0.000323195,0.000125287,0.000544771
Middle East & North Africa - WB,2015,50-69 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.015948256,0.009415066,0.022167517
Middle East & North Africa - WB,2015,50-69 years,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,6.73E-09,2.04E-09,2.07E-08
Middle East & North Africa - WB,2015,50-69 years,Both,Environmental heat and cold exposure,Percent of total DALYs,0.002379721,0.001898044,0.002904338
Middle East & North Africa - WB,2015,50-69 years,Both,Ebola,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Tuberculosis,Percent of total DALYs,0.003635212,0.00305297,0.005527607
Middle East & North Africa - WB,2015,70+ years,Both,HIV/AIDS,Percent of total DALYs,9.40638E-05,0.000071763,0.000130774
Middle East & North Africa - WB,2015,70+ years,Both,Diarrheal diseases,Percent of total DALYs,0.002403912,0.002181444,0.002635261
Middle East & North Africa - WB,2015,70+ years,Both,Intestinal infectious diseases,Percent of total DALYs,4.64899E-05,2.83898E-05,7.14361E-05
Middle East & North Africa - WB,2015,70+ years,Both,Lower respiratory infections,Percent of total DALYs,0.027881084,0.024526416,0.033806996
Middle East & North Africa - WB,2015,70+ years,Both,Upper respiratory infections,Percent of total DALYs,0.000218773,0.00013671,0.000343827
Middle East & North Africa - WB,2015,70+ years,Both,Otitis media,Percent of total DALYs,0.000171334,0.000111817,0.000255393
Middle East & North Africa - WB,2015,70+ years,Both,Meningitis,Percent of total DALYs,0.000995211,0.000884295,0.001173009
Middle East & North Africa - WB,2015,70+ years,Both,Encephalitis,Percent of total DALYs,0.000699754,0.000545566,0.000805695
Middle East & North Africa - WB,2015,70+ years,Both,Diphtheria,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Whooping cough,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Tetanus,Percent of total DALYs,2.89451E-05,0.000019504,4.46188E-05
Middle East & North Africa - WB,2015,70+ years,Both,Measles,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000103704,7.04865E-05,0.000138024
Middle East & North Africa - WB,2015,70+ years,Both,Malaria,Percent of total DALYs,1.55198E-05,1.06645E-05,2.39772E-05
Middle East & North Africa - WB,2015,70+ years,Both,Chagas disease,Percent of total DALYs,5.28E-07,3.56E-07,7.48E-07
Middle East & North Africa - WB,2015,70+ years,Both,Leishmaniasis,Percent of total DALYs,6.62719E-05,4.93178E-05,8.98255E-05
Middle East & North Africa - WB,2015,70+ years,Both,African trypanosomiasis,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Schistosomiasis,Percent of total DALYs,0.000263921,0.000154373,0.000444855
Middle East & North Africa - WB,2015,70+ years,Both,Cysticercosis,Percent of total DALYs,3.93E-07,2.83E-07,5.36E-07
Middle East & North Africa - WB,2015,70+ years,Both,Cystic echinococcosis,Percent of total DALYs,4.08018E-05,3.51732E-05,4.69755E-05
Middle East & North Africa - WB,2015,70+ years,Both,Lymphatic filariasis,Percent of total DALYs,4.31824E-06,1.34601E-06,9.10671E-06
Middle East & North Africa - WB,2015,70+ years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Trachoma,Percent of total DALYs,0.000661443,0.000448314,0.000954107
Middle East & North Africa - WB,2015,70+ years,Both,Dengue,Percent of total DALYs,2.94597E-06,1.97921E-06,4.26787E-06
Middle East & North Africa - WB,2015,70+ years,Both,Yellow fever,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Rabies,Percent of total DALYs,1.81328E-05,1.02103E-05,3.06217E-05
Middle East & North Africa - WB,2015,70+ years,Both,Intestinal nematode infections,Percent of total DALYs,9.03143E-05,5.26208E-05,0.000147418
Middle East & North Africa - WB,2015,70+ years,Both,Food-borne trematodiases,Percent of total DALYs,4.27777E-05,1.14808E-05,9.07661E-05
Middle East & North Africa - WB,2015,70+ years,Both,Other neglected tropical diseases,Percent of total DALYs,0.000153341,5.15265E-05,0.00030196
Middle East & North Africa - WB,2015,70+ years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,70+ years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,1.83021E-06,1.07513E-06,2.73662E-06
Middle East & North Africa - WB,2015,70+ years,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Percent of total DALYs,0,0,0
